image_id,x_min,x_max,y_min,y_max,class_name,folder
0ebda0d8c65d4997,0.40228200000000003,0.9728959999999999,0.596218,0.830923,cake,cake
0f68e410ab511c28,0.265791,0.839275,0.140845,0.795305,cake,cake
1298deebc70ea5a0,0.714196,1.0,0.410342,0.8615510000000001,cake,muffin
1298deebc70ea5a0,0.0,0.30894299999999997,0.358632,0.869058,muffin,muffin
13595d139930d831,0.253283,0.5171979999999999,0.499583,0.681401,cake,cake
137a98753adfde99,0.058161000000000004,0.9956219999999999,0.373645,0.9949959999999999,cake,cake
137a98753adfde99,0.05128200000000001,0.364603,0.453711,0.626355,strawberry,cake
13b624f5a26e9b9f,0.001565,0.99687,0.127349,0.839248,cake,cake
13b624f5a26e9b9f,0.05946799999999999,1.0,0.14196199999999998,0.8413360000000001,cake,cake
152bc1fdd09e4d0a,0.231465,0.862568,0.18648299999999998,0.556946,cake,muffin
152bc1fdd09e4d0a,0.126582,0.8951180000000001,0.18523199999999998,0.6708390000000001,muffin,muffin
156065fe277b2569,0.095685,0.8592870000000001,0.133445,0.897415,cake,cake
156065fe277b2569,0.07004400000000001,0.868668,0.110926,0.986656,cake,cake
15a153683d32c265,0.201068,0.911032,0.331652,0.852459,cake,cake
160832b0953edb31,0.16823,0.8736709999999999,0.356964,1.0,cake,cake
16f15bcf6de0b569,0.0,0.9768610000000001,0.23481799999999997,0.9919030000000001,cake,cake
18be3ddee3c31cc9,0.605634,0.985915,0.035994,0.533646,cake,cake
19df61d17d36a791,0.002502,0.76798,0.32058600000000004,0.8055329999999999,cake,muffin
19df61d17d36a791,0.043151999999999996,0.7517199999999999,0.331977,0.7672899999999999,candy,muffin
19df61d17d36a791,0.150719,0.674171,0.062653,0.326282,muffin,muffin
1abbb78c3d42c6ce,0.108679,0.827991,0.10516099999999999,0.9406040000000001,cake,cake
1abbb78c3d42c6ce,0.182174,0.863956,0.10321300000000001,0.917235,cake,cake
1abbb78c3d42c6ce,0.385457,0.746677,0.175268,0.65628,ice cream,cake
1bf15f3f179856dc,0.31144499999999997,0.6910569999999999,0.23004699999999997,0.812207,cake,cake
1e3682c857dfb9ee,0.227017,0.7423390000000001,0.169308,0.870726,cake,muffin
1e3682c857dfb9ee,0.350844,0.6429020000000001,0.12844,0.354462,cookie,muffin
1e3682c857dfb9ee,0.196373,0.81676,0.153461,0.880734,muffin,muffin
1ee0d85c6d350d47,0.396396,0.714715,0.391892,0.8258260000000001,cake,muffin
1ee0d85c6d350d47,0.163163,0.47147100000000003,0.262763,0.6426430000000001,muffin,muffin
1f14b4dfbeacca28,0.25709499999999996,0.594324,0.209011,0.394243,cake,muffin
1f14b4dfbeacca28,0.37395700000000004,0.7111850000000001,0.604506,0.853567,muffin,muffin
1f8eb8a32f107b0c,0.001876,0.350844,0.053672000000000004,0.5527310000000001,cake,muffin
1f8eb8a32f107b0c,0.23014400000000002,0.7529710000000001,0.284369,0.776836,muffin,muffin
1ffcbc16e2519a5e,0.0,0.467167,0.39115900000000003,0.929108,cake,cake
23a39bcbe910446b,0.331849,0.85078,0.317195,0.684474,cake,muffin
23a39bcbe910446b,0.320713,0.861915,0.33221999999999996,0.684474,muffin,muffin
2582010cac46a88d,0.097561,0.903064,0.081735,0.962469,cake,ice cream
2582010cac46a88d,0.090056,0.43589700000000003,0.170976,0.5729770000000001,ice cream,ice cream
25a376eff8093ce4,0.002502,0.9118200000000001,0.0,0.997775,cake,cake
25c02db7dc0aaa87,0.010549,0.297468,0.7304189999999999,0.96357,cake,muffin
25c02db7dc0aaa87,0.016878,0.314346,0.712204,0.948998,muffin,muffin
272ae80dd0e4a98e,0.843506,0.9780909999999999,0.8826290000000001,0.9874799999999999,cake,cake
27ed95af805c587d,0.0,1.0,0.13458499999999998,0.8215959999999999,cake,cake
2873edd40c27c29e,0.066291,0.9487180000000001,0.146503,0.84121,cake,cake
295b868cd698d729,0.048513,0.938967,0.039124,0.9749610000000001,cake,cookie
295b868cd698d729,0.327074,0.856025,0.040688999999999996,0.350548,cookie,cookie
29c4b6b59c1416ec,0.737336,0.988743,0.5638029999999999,1.0,cake,muffin
29c4b6b59c1416ec,0.741088,1.0,0.567973,0.9933280000000001,muffin,muffin
2a2fd0dc884da726,0.027533999999999996,0.899875,0.126642,0.991557,cake,cake
2a2fd0dc884da726,0.028786000000000003,0.9123899999999999,0.12101300000000001,1.0,cake,cake
2c152ac4f8d71499,0.057461,0.9156629999999999,0.092678,0.622799,cake,cake
2c152ac4f8d71499,0.096386,0.8980540000000001,0.018536,0.665431,cake,cake
2c39dc327c71fec6,0.185116,0.908068,0.22408000000000003,0.839465,cake,cake
2c39dc327c71fec6,0.452158,0.589118,0.807135,0.985507,strawberry,cake
2dcf738bf7f2b4ac,0.252658,0.8092560000000001,0.191321,0.8382639999999999,cake,cake
2ded461593edd288,0.0125,1.0,0.21673,0.631179,cake,strawberry
2ded461593edd288,0.2425,0.4875,0.163498,0.34220500000000004,strawberry,strawberry
2f5043d7e531ac0b,0.370602,0.692729,0.46162299999999995,0.9177629999999999,cake,muffin
2f5043d7e531ac0b,0.365911,0.700547,0.438596,0.926535,muffin,muffin
2f9305dec37edd17,0.294599,0.98036,0.196399,0.826514,cake,muffin
2f9305dec37edd17,0.284779,0.9721770000000001,0.193126,0.8346969999999999,muffin,muffin
2fc3f971fae75477,0.7534420000000001,0.878598,0.662771,0.7979970000000001,cake,muffin
2fc3f971fae75477,0.306633,0.440551,0.497496,0.6894819999999999,muffin,muffin
301f59df130af6ed,0.543455,0.9162299999999999,0.592871,0.816135,cake,cake
31065e13117182a0,0.157119,0.87725,0.116203,0.833061,cake,cake
31ddb35340651a4a,0.715431,0.907816,0.48553100000000005,0.8810290000000001,cake,muffin
31ddb35340651a4a,0.717435,0.901804,0.578778,0.864952,muffin,muffin
327c576c6b65055d,0.075047,0.48405299999999996,0.20600500000000002,0.7231029999999999,cake,cake
36124dc1f2e0d649,0.179316,0.906589,0.24202600000000002,0.858036,cake,muffin
36124dc1f2e0d649,0.161802,0.8465389999999999,0.24765500000000001,0.73546,muffin,muffin
3762609c9793722d,0.317073,0.8724200000000001,0.391304,1.0,cake,muffin
3762609c9793722d,0.0,0.356473,0.128544,0.849716,muffin,muffin
37c6f5b0ad32a61e,0.060663,0.8005,0.25104299999999996,0.932444,cake,cake
3852ed8b0f9b8360,0.261413,0.803002,0.12812,0.745424,cake,cake
386677955edb3365,0.0,1.0,0.0,1.0,cake,candy
386677955edb3365,0.559725,0.711069,0.466222,0.6380319999999999,candy,candy
39cdc0349be4cec2,0.14918199999999998,0.786333,0.210616,0.8167810000000001,cake,cake
39d6788bc4f9b63c,0.09631,0.302064,0.693078,0.9266059999999999,cake,muffin
39d6788bc4f9b63c,0.118199,0.24640399999999998,0.129274,0.290242,muffin,muffin
3abc59853cd0521c,0.1575,0.85125,0.0675,0.953333,cake,cake
3c1be83130889082,0.522201,0.729831,0.001114,0.260579,cake,muffin
3c1be83130889082,0.525328,0.730457,0.006682,0.246102,muffin,muffin
3dc4a565802e6700,0.654568,0.987484,0.41569300000000003,0.9131889999999999,cake,muffin
3dc4a565802e6700,0.29787199999999997,0.669587,0.39565900000000004,0.926544,muffin,muffin
3fd8aeb6547fe3c3,0.059412,0.91995,0.092557,0.8634299999999999,cake,cake
41c2774d0fe2f0bf,0.101313,0.492183,0.46009399999999995,0.8507040000000001,cake,cake
424909eabf896d62,0.161063,0.506646,0.13034400000000002,0.624609,cake,muffin
424909eabf896d62,0.166536,0.512119,0.100104,0.618352,muffin,muffin
444d9ad414602336,0.300752,0.750376,0.593511,1.0,cake,cake
458d8f03ecdc7851,0.366197,0.5696399999999999,0.14613800000000002,0.43632600000000005,cake,muffin
458d8f03ecdc7851,0.359937,0.574335,0.152401,0.45302700000000007,muffin,muffin
4611677aaa7f40b3,0.030019,1.0,0.0,0.970809,cake,cake
4651ac4aa5e72791,0.31457199999999996,0.6791739999999999,0.198122,0.653521,cake,cake
479406c037929641,0.03928,0.97054,0.03437,1.0,cake,strawberry
479406c037929641,0.512275,0.6366609999999999,0.849427,0.9950899999999999,strawberry,strawberry
47ab4a00ecc55852,0.15197,0.8499059999999999,0.065913,0.980226,cake,cake
4835fb0f874255ce,0.059216,0.9249370000000001,0.17135699999999998,0.94434,cake,muffin
4835fb0f874255ce,0.035863,0.932444,0.190744,0.931207,muffin,muffin
4951794d406047e6,0.185116,0.7517199999999999,0.755869,0.9577469999999999,cake,cake
4b5a7009538382a8,0.572233,0.8430270000000001,0.520045,1.0,cake,muffin
4b5a7009538382a8,0.56035,0.841776,0.556793,0.983296,muffin,muffin
4cbb251ebffdd5e4,0.788618,0.9099440000000001,0.33256399999999997,0.584296,cake,muffin
4cbb251ebffdd5e4,0.7898689999999999,0.9086930000000001,0.32679,0.5727479999999999,muffin,muffin
4f485c2caf3ae9e0,0.638319,0.9472139999999999,0.421121,0.83442,cake,muffin
4f485c2caf3ae9e0,0.313783,0.603128,0.452412,0.847458,muffin,muffin
50d5c32afa6cf3ab,0.322702,0.44465299999999996,0.60939,0.8431930000000001,cake,muffin
50d5c32afa6cf3ab,0.319575,0.43965,0.6075119999999999,0.83662,muffin,muffin
52c53bfbcc583691,0.171982,0.803002,0.104673,0.9411219999999999,cake,cake
54998b961b49d494,0.63227,1.0,0.156797,1.0,cake,muffin
54998b961b49d494,0.612883,0.988743,0.155129,1.0,muffin,muffin
55f6352cbf892387,0.12316700000000001,0.72825,0.041522,1.0,cake,cake
5697a45577014643,0.157631,0.8849040000000001,0.206379,0.777986,cake,cake
5699553797c11c68,0.392786,0.61523,0.688034,0.985043,cake,muffin
5699553797c11c68,0.7595189999999999,0.953908,0.559829,0.837607,muffin,muffin
56cc9d8e6dfad298,0.49063199999999996,0.8829040000000001,0.617977,0.951311,cake,muffin
56cc9d8e6dfad298,0.48711899999999997,0.918033,0.5983149999999999,0.960674,muffin,muffin
573d13d33bf6a4aa,0.654436,0.778519,0.6086090000000001,0.791792,cake,muffin
573d13d33bf6a4aa,0.25150100000000003,0.392262,0.616617,0.8388389999999999,muffin,muffin
5b7c4f8596eda136,0.145121,0.9532940000000001,0.002502,0.8330209999999999,cake,cake
5b7c4f8596eda136,0.140951,0.9532940000000001,0.14133800000000002,0.774234,cake,cake
5bbdcb53b708841a,0.018364,0.552588,0.134658,0.9889620000000001,cake,cake
5be611318ef92c43,0.659574,0.9806010000000001,0.42609300000000006,0.828591,cake,muffin
5be611318ef92c43,0.061952,0.31601999999999997,0.43788999999999995,0.750174,muffin,muffin
5df5417931ee98c4,0.189099,1.0,0.101498,0.990017,cake,cake
5ed5f21f93595668,0.378361,0.638524,0.5988319999999999,0.9407840000000001,cake,muffin
5ed5f21f93595668,0.646654,0.878049,0.614679,0.899917,muffin,muffin
5fb0e617d240f9c6,0.021909,0.352113,0.276995,0.596244,cake,muffin
5fb0e617d240f9c6,0.120501,0.43975,0.12363099999999999,0.29890500000000003,muffin,muffin
62d7728068d6551c,0.108679,0.8209540000000001,0.012513,0.7132430000000001,cake,cake
64d460ff25accfcb,0.288931,0.48905600000000005,0.614679,0.814012,cake,cake
6516682e91e45f44,0.0,1.0,0.0,0.997498,cake,cake
65e41c87dd6321ae,0.246558,0.744681,0.125926,0.8222219999999999,cake,cake
67dad9c4cf6b67d0,0.34028400000000003,0.663887,0.34334000000000003,0.574109,cake,cake
688807dd5a676ca2,0.142723,0.5342720000000001,0.47217,0.7429640000000001,cake,cake
68b67315029b039f,0.27568899999999996,0.75188,0.153589,0.504174,cake,muffin
68b67315029b039f,0.015038,0.313283,0.659432,0.976628,muffin,muffin
6ad9fa647fd2ee7f,0.1261,0.925709,0.429619,0.970675,cake,cake
6c4ba7695d61c268,0.050078,0.8998440000000001,0.281837,0.793319,cake,cake
6dbd45eea0ec059a,0.28517800000000004,0.733584,0.17436400000000002,0.667295,cake,cake
6fcaf8481a5cc27d,0.032733,0.9738129999999999,0.091653,0.98036,cake,cake
6fcaf8481a5cc27d,0.050736,0.929624,0.027823,1.0,cake,cake
70f6c59965961e08,0.0,0.4942,0.43585799999999997,0.8933540000000001,cake,muffin
70f6c59965961e08,0.00232,0.49883999999999995,0.42040200000000005,0.874807,muffin,muffin
71f1dfaa9b600033,0.11945,0.805503,0.04754,0.9674729999999999,cake,cake
76879c99e22b400d,0.173233,0.346467,0.657197,0.897727,cake,muffin
76879c99e22b400d,0.170732,0.34083800000000003,0.663826,0.882576,muffin,muffin
77da383b71eb7b67,0.331457,0.768605,0.7009350000000001,0.9607479999999999,cake,cake
78bb389c25c17092,0.5090180000000001,0.7214430000000001,0.681081,0.9513510000000001,cake,muffin
78bb389c25c17092,0.511022,0.707415,0.640541,0.945946,muffin,muffin
78f05de2a90ba334,0.252711,0.809008,0.32833,0.6103810000000001,cake,cake
79ee9a1936e73bb5,0.0,0.601173,0.376344,0.994135,cake,muffin
7d03c278a7b04d72,0.21951199999999998,0.501563,0.6873239999999999,0.958685,cake,cake
7e8df3eacea2bc89,0.140735,0.8201719999999999,0.0,1.0,cake,cake
7ef04adda776c08c,0.10016699999999999,0.48581,0.124169,0.91796,cake,muffin
7ef04adda776c08c,0.045075,0.595993,0.10864700000000001,1.0,muffin,muffin
7f22ffd969a34ea1,0.026892000000000003,0.945591,0.026976999999999998,0.852093,cake,cake
7fb42556f542c1eb,0.308318,0.8524079999999999,0.076056,0.9615020000000001,cake,muffin
7fb42556f542c1eb,0.305191,0.8599120000000001,0.107981,0.968075,muffin,muffin
807c1e221fc7a7c4,0.353577,0.891015,0.502189,0.789243,cake,cake
824d4856d35ffba8,0.0,1.0,0.0,0.997183,cake,cake
83627bb8f90bcfd6,0.48413999999999996,0.964942,0.47184,0.821026,cake,muffin
83627bb8f90bcfd6,0.035058,0.497496,0.37672100000000003,0.740926,muffin,muffin
8374a80060cf70d7,0.243394,0.396384,0.655532,0.885177,cake,muffin
83b38bea96c7c9be,0.22776100000000002,0.681329,0.258065,0.875367,cake,muffin
83b38bea96c7c9be,0.254154,0.679374,0.259531,0.859238,muffin,muffin
83da7f2363f435a0,0.144465,0.471545,0.18616300000000002,0.557775,cake,muffin
83da7f2363f435a0,0.12820499999999999,0.417761,0.185449,0.5014270000000001,muffin,muffin
87b75ee1bd2b4424,0.177648,0.897415,0.40775500000000003,0.925578,cake,cake
88afa4716e040796,0.01252,0.311424,0.45511499999999994,0.9457200000000001,cake,muffin
8a6af0faedfd3642,0.6910569999999999,0.9774860000000001,0.485404,0.8156800000000001,cake,muffin
8a6af0faedfd3642,0.019387,0.34271399999999996,0.38865700000000003,0.747289,muffin,muffin
8a80caa601741f59,0.249531,0.737961,0.142723,0.897653,cake,muffin
8a80caa601741f59,0.21388400000000002,0.793621,0.12206600000000001,0.938967,muffin,muffin
8a93a28a24998f55,0.267559,0.9799329999999999,0.295369,0.8573219999999999,cake,muffin
8a93a28a24998f55,0.0,0.317726,0.306633,0.760951,ice cream,muffin
8a93a28a24998f55,0.287625,0.9866219999999999,0.31164000000000003,0.8610760000000001,muffin,muffin
8e59dbce91eba0dc,0.064415,0.8336459999999999,0.09341100000000001,1.0,cake,cake
8fc37c1adcf6fd3a,0.166354,0.32145100000000004,0.024465,0.244648,cake,cookie
8fc37c1adcf6fd3a,0.8524079999999999,0.991245,0.16105999999999998,0.394495,cookie,cookie
90e2d495c3b152f9,0.019387,0.225766,0.0,0.286072,cake,muffin
90e2d495c3b152f9,0.031895,0.22514099999999998,0.01251,0.277731,muffin,muffin
910ea658ed469141,0.12382699999999999,0.855535,0.221852,0.8957459999999999,cake,cake
911588c15d959ef7,0.069418,0.886179,0.198499,0.889908,cake,cake
914b12581a9bac0e,0.267042,0.897436,0.12676099999999998,0.889202,cake,cake
91a37dbcff1d0ea5,0.39524699999999996,0.885553,0.098592,0.704225,cake,cake
92b8b0bba52c4916,0.10756700000000001,1.0,0.231026,0.801501,cake,cake
94659c4012bc61a0,0.12363099999999999,0.7026600000000001,0.678497,0.9853860000000001,cake,cake
946c01f3e2614553,0.37037,0.673674,0.300151,0.8355959999999999,cake,muffin
946c01f3e2614553,0.095095,0.395395,0.117647,0.5837100000000001,muffin,muffin
94d6765bee3aa249,0.269543,0.786742,0.15429500000000002,0.93995,cake,muffin
94d6765bee3aa249,0.25640999999999997,0.7898689999999999,0.147623,0.9349459999999999,muffin,muffin
96976084823bd29f,0.170732,0.80738,0.23098600000000002,0.924883,cake,cake
96c222447e1847aa,0.00834,0.9774809999999999,0.033145999999999995,1.0,cake,muffin
96c222447e1847aa,0.044204,0.959967,0.090056,0.963727,muffin,muffin
9741596cd6cd0dab,0.0,0.917905,0.059375,0.933333,cake,cake
97dd0facd14fa787,0.474562,0.7264390000000001,0.577861,0.780488,cake,cake
9854f696c72fcff6,0.17135699999999998,0.5484680000000001,0.359624,0.973709,cake,muffin
9854f696c72fcff6,0.159475,0.571607,0.34460100000000005,1.0,muffin,muffin
99729824664706f0,0.10256400000000002,1.0,0.001668,0.9958299999999999,cake,cake
9a7746b3849a9b09,0.035022000000000005,0.9099440000000001,0.082243,0.899065,cake,cake
9b11cd525a3902ad,0.047898,0.990225,0.022483000000000003,0.935484,cake,muffin
9b632a05f8ab773e,0.520325,0.72045,0.47175100000000003,0.851224,cake,ice cream
9b632a05f8ab773e,0.50344,0.723577,0.477401,0.673258,ice cream,ice cream
9bcc1136f875a090,0.28517800000000004,0.656035,0.278565,0.7206,cake,muffin
9c9c2cb2d9eeb498,0.004378,0.30394,0.422018,0.826522,cake,cake
9e934fd4232fcf88,0.130707,0.829894,0.055399000000000004,0.958685,cake,cake
9e934fd4232fcf88,0.5240779999999999,0.64853,0.378404,0.5474180000000001,strawberry,cake
a0459a8688e4412a,0.000625,0.997498,0.379343,1.0,cake,cake
a0d1c0ad588338ed,0.346467,0.6816760000000001,0.7359020000000001,0.994361,cake,cake
a1070d65ac8b0c25,0.08692899999999999,0.9549719999999999,0.146341,0.8217639999999999,cake,cake
a18f36fef06b68d1,0.165103,0.8399,0.070892,0.920767,cake,cake
a6b94eb909e01ddb,0.042553,0.340426,0.427379,0.8864770000000001,cake,muffin
a6b94eb909e01ddb,0.314143,0.667084,0.417362,0.949917,muffin,muffin
a7adf4b9f516ec16,0.130125,0.727273,0.173149,0.80803,cake,muffin
a7adf4b9f516ec16,0.17557899999999999,0.721925,0.21079,0.821832,muffin,muffin
a8145b3bbc8889b6,0.326454,0.632896,0.031145999999999997,0.48609600000000003,cake,cake
a84ae9e83b651df6,0.035058,0.84975,0.37296599999999996,0.937422,cake,muffin
a84ae9e83b651df6,0.0,0.8614360000000001,0.37296599999999996,0.9299120000000001,muffin,muffin
a9d63394c6019b6d,0.578487,0.999375,0.541284,0.8748959999999999,cake,cake
aa03dffbecc2cdd9,0.524976,0.9132889999999999,0.606004,0.839275,cake,muffin
aa03dffbecc2cdd9,0.5617340000000001,0.893497,0.614759,0.8323950000000001,muffin,muffin
ac7c44760e3a3963,0.06005,0.982485,0.25766100000000003,0.941213,cake,muffin
ac7c44760e3a3963,0.407006,0.9015850000000001,0.089431,0.310194,muffin,muffin
acd80c3b7e972eec,0.302689,0.9843649999999999,0.06922400000000001,0.9658049999999999,cake,muffin
acd80c3b7e972eec,0.276423,1.0,0.053377999999999995,0.997498,muffin,muffin
ad0dd98f2ebaa5cc,0.621639,0.9662290000000001,0.3995,0.817348,cake,cake
ad0dd98f2ebaa5cc,0.189493,0.297686,0.69558,0.809008,orange,cake
ae3dd8a818cca609,0.056761,0.996661,0.033770999999999995,0.805503,cake,muffin
ae3dd8a818cca609,0.030885000000000003,1.0,0.053158000000000004,0.811132,muffin,muffin
afda43e882957850,0.091307,0.8424020000000001,0.18849000000000002,1.0,cake,cake
b023fde797566b84,0.054374,0.976359,0.0,1.0,cake,cake
b0263f54eecea020,0.71455,0.9860979999999999,0.35125100000000004,0.608897,cake,doughnut
b0263f54eecea020,0.44485600000000003,0.6941609999999999,0.172382,0.412419,doughnut,doughnut
b0263f54eecea020,0.46061199999999997,0.7025020000000001,0.162187,0.384615,doughnut,doughnut
b0263f54eecea020,0.252085,0.542169,0.58202,0.8285450000000001,doughnut,doughnut
b0f643998dc78955,0.218698,0.72621,0.381727,0.873592,cake,cake
b23fa2a1eff2e689,0.258912,0.5422140000000001,0.42243,0.862617,cake,muffin
b23fa2a1eff2e689,0.528455,0.825516,0.41028000000000003,0.876635,muffin,muffin
b568b548e8b96884,0.0491,0.9918170000000001,0.11784000000000001,1.0,cake,pineapple
b568b548e8b96884,0.545008,0.672668,0.445172,0.569558,pineapple,pineapple
b5bea563058f31d2,0.09631,0.9793620000000001,0.042923,0.897912,cake,cake
b5f8f2e8be553579,0.245779,0.5897439999999999,0.715493,0.958685,cake,cake
b78ebaf6e1f636a7,0.280175,0.7560979999999999,0.474916,0.8773690000000001,cake,cake
b7c463fcf66eb669,0.350844,0.564103,0.5056069999999999,0.778505,cake,muffin
b7c463fcf66eb669,0.59975,0.8098810000000001,0.547664,0.823364,muffin,muffin
